brewery_id;name;cat_id;style_id;abv
890;Old Speckled Hen;1;1;5,2
1220;Hefe-Weizen;4;50;4,7
303;St. Louis Gueuze;5;70;4,5
597;Brockton Black Lager;7;86;6,5
121;Traditional Ale;3;38;5
579;Premium Lager;8;95;5,3
1220;Extra Pale Ale;3;26;5,4
1260;Chubby Brown;3;38;8
1023;Weisse Hefe-Weizen;4;50;5,4
448;Alt;3;38;4,9
1346;Dusseldorfer Doppelbock;7;90;6
1346;Dublin Stout;3;42;6
235;Strong Scotch Ale;1;15;8,6
1158;Sly Fox Christmas Ale;11;141;6,5
1218;Doppelbock;7;90;10
121;Buzzard Breath (discontinued);3;26;5
965;Imperial Stout;3;42;8
686;Storm Cellar Porter;2;25;5,7
686;Red Nectar;3;33;5
686;Gold Rush;3;26;4,5
1367;Grozet Gooseberry and Wheat Ale;11;116;5
441;Jubelale;11;141;6,7
1142;Harvest Ale;3;26;6,5
1291;East India Pale Ale;3;26;4
540;Road Dog Ale;2;25;6
160;Sweaty Betty Blonde;11;116;5,9
179;Scotch;3;26;8
1179;Shiner Blonde;8;95;4,4
985;"Double Eagle \High-Test\"" Scotch Ale""";1;15;8
674;Hoppy Claus Holiday Ale;11;141;7,8
674;Total Eclipse Black Ale;3;42;5,6
512;Saranac Winter Wassail;11;141;5,8
674;Liquid Sunshine Blonde Ale;3;37;5
674;Hoppy Face Amber Ale;3;31;5,5
1163;Thompson Pale Ale;3;26;5,5
1029;Apricot Wheat;11;116;5,1
1004;Atta Boy IPA;3;31;7,3
1004;Honey Wheat;8;95;3,9
259;Brown Ale;3;38;5,6
520;Base Camp Golden Ale;3;37;4,9
12;Affligem Dubbel;5;60;6,8
274;Mort Subite Gueuze Lambic;5;70;4,5
19;Porteris;7;90;7
441;Mirrorpond Pale Ale;3;26;5
1031;Scotch brand Ale;1;15;7,2
919;Acme California Brown Ale;3;38;5,6
157;Samuel Adams Cranberry Lambic;5;70;5,9
772;Storm Super Premium Malt Liquor;8;95;10
1031;Snow Cap;1;13;6,9
441;Obsidian Stout;3;42;6,4
441;Cascade Golden Ale;3;26;4,5
441;Bachelor ESB;1;5;5,3
333;Tall Tale Pale Ale;3;26;4,9
333;Charles River Porter;2;25;6
333;Cambridge Amber;3;33;4,3
251;Independence Ale;3;26;6,7
345;Falcon Lagrad Gammelbrygd;1;13;5,6
878;Red Jack;3;33;5
180;Hinano;8;95;5
1031;Hart Espresso Stout;3;42;5,6
1013;5 C's IPA;3;31;6,5
1379;Railyard Ale;7;84;5,2
1286;HopBack Amber Ale;3;33;5,6
1286;Troegenator Double Bock;7;92;8,2
1286;Dreamweaver;11;116;4,8
1286;Dead Reckoning Porter;2;25;5,8
1286;Oatmeal Stout;3;42;6,8
1286;Bavarian Lager;8;95;5
1286;ESB;1;5;5,7
540;In-Heat Wheat;4;50;4,7
540;K-9 Cruiser Winter Ale;1;13;6,4
1286;Troegs Pale Ale;3;26;5,4
1286;Nugget Nectar;3;33;7,5
540;Snake Dog IPA;3;31;7,1
122;Trout Slayer;11;116;4,7
122;Moose Drool Brown Ale;2;25;5,3
122;Scape Goat Pale Ale;3;26;4,7
907;Totally Naked;8;95;4,2
907;Fat Squirrel Nut Brown Ale;3;38;5,8
907;Spotted Cow;3;33;4,8
908;Mad Hatter IPA;3;31;5,8
908;Black Tulip;5;61;9
540;Classic Pale Ale;3;26;5,5
812;#9;3;26;4,6
863;Miller Chill;8;96;4,1
863;Miller High Life;8;96;5
863;Miller Genuine Draft;8;96;4,66
863;Milwaukee's Best Light;8;96;4,5
863;Icehouse;8;96;5,5
863;Milwaukees Best;8;96;4,5
44;Budweiser;8;96;5
44;Bud Light;8;96;4,2
44;Budweiser Select;8;96;4,3
1211;Abbey Triple;5;61;9
1326;Golden Monkey Tripel;5;61;9,5
45;Broad Street Barleywine;3;35;8,7
45;Water Gap Wheat;11;116;4,5
45;Mountain Lager;8;95;4,5
45;Volks Weizenbock;4;55;7,2
45;Purist Pale Ale;3;26;4,9
45;Jolly Scot Scottish Ale;1;15;5,2
45;Hoppy Trails India Pale Ale;3;31;6,2
45;Susquehanna Stout;3;42;4,6
45;Zoigl Star Lager;8;95;5,9
45;Abbey Roade Belgian Ale;5;72;6,4
45;Celtic Knot Irish Red;3;33;4,8
45;Peregrine Pilsner;7;77;4,8
45;Anniversary Maibock;7;91;7,2
45;Hinterland Hefe Weizen;4;50;5,3
45;Kipona Fest;7;84;5,2
45;Trail Blaze Organic Brown Ale;3;38;5,3
45;Pennypacker Porter;2;25;5,4
45;Grinnin' Grizzly Spiced Ale;3;33;5,7
812;Lucky Kat;3;31;5,8
863;Miller Lite;8;96;4,2
1388;Yuengling Lager;8;95;4,4
1388;Yuengling Lager Light;8;96;3,4
1388;Yuengling Porter;2;25;4,7
1388;Lord Chesterfield Ale;3;26;5,4
1388;Yuengling Premium Beer;8;95;4,4
1388;Yuengling Premium Light;8;96;3,5
1326;Throwback Lager;8;95;5,4
1326;Prima Pils;7;77;5,3
1326;Victory Lager;8;95;4,8
1326;St. Boisterous Hellerbock;7;91;7,3
1326;Sunrise Weissbier;4;50;5,7
1326;Whirlwind Wit;5;67;5
1326;Festbier;7;84;5,6
1326;Hop Wallop;3;32;8,5
1326;Moonglow Weizenbock;4;55;8,7
1326;Old Horizontal;3;35;10,5
1326;St. Victorious;8;95;7,6
1326;Storm King Imperial Stout;3;43;9,1
1326;V-12;5;72;12
1326;Hop Devil India Pale Ale;3;31;6,7
399;Coors Original;8;96;5
399;Coors Light;8;96;4,2
399;Coors Extra Gold Lager;8;95;5
878;Molson Canadian;8;95;5
399;Harvest Moon Pumpkin;11;123;5,7
399;Blue Moon Belgian White;5;67;5,4
399;Killian's Irish Red;8;95;4,9
1286;Sunshine Pils;7;77;5,3
1326;V-Saison;5;72;7,5
960;Apricot Wheat;11;116;4,7
960;Spruce Creek Lager;8;95;4,8
960;Spring Creek Lager;8;95;5,2
960;Red Mo Ale;3;26;5
960;Mt. Nittany Pale Ale;3;26;5
960;Double D IPA;3;32;8,2
960;Black Mo Stout;3;42;4,6
960;Tripel Ale;5;61;9,6
960;Dubbel Ale;5;60;5,2
960;Arthur's Nugget Pale Ale;3;26;5,2
762;Labatt Blue;8;95;4,7
762;Labatt Ice;8;95;5,6
762;Labatt Blue Light;8;96;4
762;Labatt Bleue Dry;7;77;6,1
762;Labatt Crystal;8;95;5
762;Labatt Extra Dry;8;95;5,5
762;Labatt 50;3;26;5
762;Genuine Lager;8;95;5
762;Genuine Honey Lager;8;95;5
762;Labatt Wildcat;8;95;4,9
762;Labatt Sterling;8;96;4
975;Penn Pilsner;7;77;4
975;Penn Gold;8;95;4
975;Penn Weizen;4;50;4
975;PENNdemonium;7;90;8
975;Penn Oktoberfest;7;84;4,5
698;Augustiner;8;95;4,3
1211;Stoudt's American Pale Ale;3;26;5
1211;Stoudt's Gold Lager;8;95;4,7
1211;Scarlet Lady Ale;1;5;5
1211;Stoudt's Pils;7;77;4,7
771;Amish Four Grain;3;26;5,6
771;Lancaster Strawberry Wheat;11;116;4,7
771;Lancaster Milk Stout;3;42;5,3
771;Hop Hog IPA;3;31;7,9
963;Pabst Blue Ribbon;8;96;4,74
963;Pabst Blue Ribbon Light;8;96;4,19
963;Old Milwaukee;8;95;4,6
963;Piels Draft;8;96;4,6
963;Piels Light;8;96;3,79
698;IC Light;8;96;4,15
771;Rare Rooster Summer Rye Ale;3;26;4,8
771;Lancaster Winter Warmer;1;13;8,9
771;Spring Bock;8;95;6,5
771;Lancaster Oktoberfest;7;84;6,5
771;Doppel Bock;7;90;8,1
771;Lancaster Hefe Weizen;4;50;6
771;Gold Star Pilsner;7;77;5,1
1009;Shark Attack Double Red Ale;3;33;9
1009;Wipeout IPA;3;31;7
1009;Amigo Lager;8;95;5
1009;Hop 15 Ale;3;32;10
1009;Old Viscosity;1;13;10,5
975;St. Nikolaus Bock Bier;7;90;6
755;Brueghel Blonde;5;61;5,9
526;10 Squared (10Â²);3;31;10
157;Samuel Adams Boston Lager;8;95;4,75
157;Samuel Adams Double Bock;7;90;8,8
157;Samuel Adams Summer Ale;11;116;5,2
157;Samuel Adams Boston Ale;3;26;4,94
157;Samuel Adams Black Lager;7;86;4,9
157;Samuel Adams Winter Lager;7;90;5,8
1352;Merry Monks;5;61;9,3
1352;Winter Ale;11;141;5,6
1352;AutumnFest;7;84;5,4
1352;Black Hole;2;25;7
1352;Blanche;5;67;5
1352;Blasphemy;5;62;11,8
1352;Blithering Idiot;3;35;11,1
1352;Decadence;3;33;13
1333;Oatmeal Stout;1;21;5,5
1352;Double Simcoe IPA;3;32;9
1352;Eleven;5;61;11,7
1352;Heresy;3;43;8
1352;Hops Infusion;3;31;6,2
1352;House Ale;3;33;4,5
1352;Imperial Pumpkin Ale;11;123;8
1352;Insanity;3;35;11,1
1352;Muse Farmhouse Ale;5;74;6,2
1352;Old Heathen;3;43;8
1352;Prophecy;5;61;9,3
1352;Quad;5;62;11,8
1352;Raspberry Imperial Stout;3;43;8
1352;Twelve;3;35;10,2
157;Samuel Adams OctoberFest;7;84;5,7
157;Samuel Adams Scotch Ale;1;15;5,4
399;Rising Moon Spring Ale;3;33;5,4
44;Natural Ice;8;96;5,9
44;Natural Light;8;96;4,2
49;Harp Lager;8;95;5
812;HIPA;3;31;6,8
459;120 Minute IPA;3;32;18
459;90 Minute IPA;3;32;9
459;60 Minute IPA;3;31;6
541;Imperial Espresso Porter;2;25;8
541;HopFish IPA;3;31;6,2
541;Belgian Abbey Dubbel;5;60;7
541;ESB Ale;1;4;5,5
541;Extra Pale Ale;3;26;4,8
541;OktoberFish;7;84;5,5
541;Grand Cru Winter Reserve;5;72;7,2
1352;Scotch Ale;1;15;6
1099;Nut Brown Ale;3;38;5
981;Kenziger;3;26;4,5
981;Newbold IPA;3;31;6,5
981;Rowhouse Red;5;74;5
981;Walt Wit;5;67;5
157;Samuel Adams Pale Ale;3;26;5,25
894;Full Moon Belgian White Ale;5;67;7,9
1326;Baltic Thunder;3;42;8,5
44;Wild Blue Blueberry Lager;5;70;8
44;Shock Top;5;67;5,2
2;South Park Blonde;3;37;5
2;Bitter American;1;4;3,6
2;Watermelon Wheat;5;70;5,5
2;Amendment Pale Ale;3;26;5,2
2;Potrero ESB;1;4;5,2
2;North Star Red;3;33;5,8
2;General Pippo's Porter;2;25;5,5
2;21A IPA;3;31;7,2
2;Oyster Point Oyster Stout;3;42;5,9
2;563 Stout;3;42;5
2;Double Trouble IPA;3;32;9,8
385;Below Decks;3;35;10
385;Hang Ten;4;55;10
385;Holy Sheet;5;72;9
385;Loose Cannon Hop3 Ale;3;31;7,25
385;Peg Leg Stout;3;43;8
385;Red Sky at Night;5;74;7,25
385;Small Craft Warning;7;77;7,25
385;Winter Storm;1;5;7,5
4;JuleÃ¸l;3;29;5,9
4;Bock Beer;7;90;5,9
4;Genuine Pilsner;7;77;5,5
4;Gull Classic;8;95;5,5
540;Gonzo Imperial Porter;2;25;7,8
540;Old Scratch Lager;3;33;5,5
11;Broadside Ale;1;5;6,3
11;Adnams Explorer;1;3;5,5
11;Adnam's Suffolk Special Bitter;1;5;4,5
11;Nut Brown Ale;3;38;3,2
11;Adnams Fisherman;3;33;4,5
11;Adnams Tally Ho;3;35;7,5
3;Oude Geuze;5;70;6
265;Stella Artois;8;95;5,2
774;Rolling Rock;8;96;4,6
459;Indian Brown Ale;3;38;7,2
459;Shelter Pale Ale;3;26;5
459;Chicory Stout;3;42;5,2
850;Ipswich IPA;3;31;6,3
850;Ipswich Original Ale;3;26;5,4
850;Ipswich Oatmeal Stout;1;21;7
850;Ipswich Dark Ale;3;38;6,3
850;Ipswich Nut Brown;3;38;5,5
850;Ipswich Porter;2;25;5,9
850;Ipswich Summer;3;37;4,9
850;Ipswich Harvest;3;33;6,9
850;Ipswich Winter;1;13;6,2
1316;Gold Coast Blonde Ale;3;37;4,4
1316;Firehouse ESB;1;5;5,5
1316;Honey-Raspberry Ale;5;70;4,4
1316;American Wheat;11;116;4,7
1316;Dundee Scotch Ale;1;15;6,5
1316;O! Gold Light Beer;8;96;3,8
1316;Capitol Premium Pale Ale;3;26;5
1316;India Pale Ale;3;31;6,3
1316;Blackstone Stout;3;42;4,4
1316;Railyard Ale;3;26;5,8
1173;Phin & Matt's Extroidinary Ale;3;26;5,6
1173;Southern Tier IPA;3;31;6,5
540;Double Dog Double Pale Ale;3;32;11,5
1086;Blind Pig IPA;3;31;6
1307;Don De Dieu;5;61;9
1307;Maudite;5;66;8
1307;Trois Pistoles;3;29;9
771;Celtic Rose;2;22;5
157;Samuel Adams Holiday Porter;2;25;5,8
551;8th Street Ale;1;4;4,5
960;Arthur's English Old Ale;1;13;7,2
551;Kilt Lifter  Scottish-Style Ale;1;15;6
551;Hefeweizen;4;50;5
551;Hop Knot IPA;3;31;6
551;The Raj India Pale Ale;3;31;6,9
551;Oatmeal Stout;1;21;5
551;Arizona Peach;5;70;4
551;American-Style Brown Ale;3;38;5
551;Alt Ball and Chain;4;57;5,2
551;Barrel-Aged Blind Date Ale;5;72;7,5
551;Black Betty Schwartzbier;7;86;5
551;Caulfield's Rye;11;119;4,9
1173;Raspberry Wheat;11;116;4,5
378;Chimay PremiÃ¨re (Chimay Red);5;60;7
378;Chimay Triple (Chimay White);5;61;8
157;Samuel Adams Brown Ale;3;38;5,35
17;Alaskan Amber;1;13;5,3
17;Alaskan Pale;3;37;5,2
17;Alaskan Stout;1;21;5,7
17;Alaskan ESB;1;5;5
17;Alaskan IPA;3;31;6,2
17;Alaskan Smoked Porter;2;25;6,5
17;Winter Ale;11;141;6,4
17;Alaskan Barley Wine Ale;3;35;10,4
17;Breakup Bock;7;90;7
858;Kodiak Brown Nut Brown Ale;3;38;5
858;Arctic Rhino Coffee Porter;2;25;5
858;Sockeye Red IPA;3;31;5,7
858;Panty Peeler Tripel;5;61;8,5
858;La Maitresse du Moine;3;29;9
858;CoHoHo Imperial IPA;3;32;8
858;Meltdown Double IPA;3;32;8
858;Old Whiskers;4;50;4,5
858;Fur Rondy;11;141;6
858;Fallen Angel;5;65;8
858;Conspiracy;3;29;8,5
858;Obliteration III;3;32;7,6
145;Colonel Paris Pale Ale;3;26;4,5
227;Scotch Ale;1;15;7
25;Pig Pen Pilsener;7;77;4,7
25;Fegley's Amber Lager;3;33;5,2
25;Steelgaarden Wit;5;67;5,2
25;Hop Explosion;3;31;7
25;Pawn Shop Porter;2;25;5,7
25;Apricot Ale;11;116;5,4
25;Pumpkin Ale;11;123;5,2
25;Rude Elf's Reserve;3;29;10,5
106;CH-47 Pale Ale;3;26;5
106;Cassis Reserve Lambic â€˜06;5;70;6,5
106;Arc Weld Alt;4;57;5,3
319;Fast Eddies Pale Ale;3;26;5
319;Susquehanna Oatmeal Stout;1;21;6,2
319;Edgar I.P.A.;3;31;8
319;Inspiration Red;3;33;5,6
319;Smoked Porter;2;25;6
319;Hands Off Maibock;7;91;8
87;Hammerin' Ale;3;33;4,5
87;Headbangerz Brown Ale;3;38;5
87;Weldspatter IPA;3;31;7
100;Oberon Ale;11;116;5,8
100;Porter;2;25;5,6
100;Lager Beer;8;95;5
100;Third Coast Old Ale;1;13;10,2
100;Third Coast Beer;3;37;4,8
100;Pale Ale;3;26;5,2
100;Two Hearted Ale;3;31;7
100;Kalamazoo Stout;1;20;6
100;Winter White Ale;5;67;5
100;Amber Ale;3;33;5,8
100;Best Brown Ale;3;38;5,8
100;Bell's Cherry Stout;11;121;7
100;Consecrator Doppelbock Beer;7;92;8
100;Special Double Cream Stout;1;20;6,1
100;Expedition Stout;3;43;10,5
100;Hell Hath No Fury Ale;3;29;7,7
100;Hopslam Ale;3;32;10
100;Java Stout;3;43;7,5
100;Octoberfest Beer;7;84;5,5
100;Batch 8000;5;67;9
100;Batch 7000;3;43;12
784;Rocket's Red Ale;3;33;6
339;Amber Waves;3;33;5,3
339;Irish Red Ale;2;22;5,2
540;Kerberos;5;61;8,5
812;Circus Boy;4;50;5,2
812;Odd Notion Spring 08;2;22;4,6
812;Single Chair Ale;3;26;5
812;Roxy Rolles;3;33;5,8
812;Jinx;1;15;6,9
812;Feast of Fools;11;121;5,3
812;Chaotic Chemistry;3;35;10,8
812;Thumbsucker;3;43;7,8
1383;Yards Saison;5;74;4,7
1383;General Washington Tavern Porter;2;25;7
919;Acme California Pale Ale;3;26;5
919;Scrimshaw Pilsner Style Beer;7;77;4,4
1072;Dry Hopped St. Rogue Red Ale;3;33;5,1
1072;Dead Guy Ale;7;91;6,5
1072;American Amber Ale;3;33;5,6
1072;Brutal Bitter;1;5;6,5
1072;Chocolate Stout;3;42;6
1072;Hazelnut Brown Nectar;3;38;6
1072;Honey Cream Ale;11;113;5,5
1072;Imperial India Pale Ale / I2PA;3;32;9,5
1072;Juniper Pale Ale;11;126;5,3
1072;Half-E-Weizen;5;67;4,8
1072;Mocha Porter / New Porter;2;25;5,3
1072;Monk Madness Ale;3;38;7,4
1072;Old Crustacean Barleywine 2004;3;35;11,5
1072;Santas Private Reserve;3;33;6
1072;Shakespeare Stout;3;42;6
1072;Ten Thousand Brew Ale;3;32;10
1072;XS Imperial Stout;3;42;10
1072;Ãœber Pilsner;7;77;5,2
1072;Frosty Frog;11;141;9
1072;Golden Frog;5;72;6
1072;Hoppy Frog;3;31;6,5
1072;Imperial Red;3;33;9
1072;Kells Irish Style Lager;8;95;5
1072;Menage Frog;5;61;9
1072;Tracktown IPA;3;31;7
247;Dark Mild;1;10;3,5
1313;Upland Wheat Ale;11;116;4,5
343;O'Hara's Celtic Stout;3;42;4,3
289;Balashi;7;77;5
1357;Avenue Ale;3;26;4,1
423;Geary's Pale Ale;1;4;4,5
650;Aecht Schlenkerla Rauchbier Urbock;7;90;6
616;Grolsch Amber Ale;4;57;5,3
616;Grolsch Premium Weizen;11;116;5,5
616;Grolsch Dunkel Weizen;11;116;5,5
616;Grolsch Pilsner Speciale;7;77;5,5
616;Grolsch Premium Pilsner;7;77;5
713;Sneck Lifter;3;29;5,1
110;La Trappe Enkel / La Trappe Blond;3;37;6,5
110;La Trappe Dubbel;5;60;6,5
5;Leffe Blonde;3;37;6,6
1122;Newcastle Brown Ale;3;38;4,7
249;Abbey Dubbel;5;60;8,5
1298;Domaine DuPage French Country Ale;5;74;5,9
1298;The Bitter End Pale Ale;3;26;5,1
765;Maximus Ale;3;31;8,4
656;Honey Brown;8;95;4,5
1031;Apricot Weizen Ale;4;50;5,1
198;St-Ambroise Oatmeal Stout;1;21;5
198;St-Ambroise Apricot Wheat Ale;11;116;5
618;Corona Extra;8;95;4,6
226;WaldschlÃ¶sschen Dunkel;7;86;5
161;Boulevard Unfiltered Wheat;11;116;4,5
1142;Porter;2;25;5,6
1142;Sierra Nevada Pale Ale;3;26;5,6
1142;Unfiltered Wheat Beer;11;116;4,4
1142;Stout;3;42;5,8
1142;ESB - Early Spring Beer;3;26;5,9
1142;Summerfest;7;77;5
1142;Anniversary Ale 2007;3;31;5,9
1142;Celebration Ale;3;31;6,8
1142;Bigfoot;3;35;9,6
1117;SchÃ¶fferhofer Hefeweizen Hell;4;50;5
23;Allagash White;5;67;5
1349;Pils Legende;7;77;4,9
459;Burton Baton;3;26;10
259;Black Chocolate Stout;3;42;10
328;Pilsener Bier;7;77;5
328;Caldera IPA;3;31;6,1
328;Ashland Amber;3;33;5,5
328;Pilot Rock Porter;2;25;6
328;Dark Lager;8;95;6,1
328;Pale Ale;3;26;5,4
360;Cerveza Sol;8;95;4,5
1220;Great Northern Porter;2;25;5,6
369;Eisenbahn Weizenbock;4;55;8
465;Dreher Classic;7;77;5
646;Soproni;7;77;5
154;Borsodi;7;77;5
205;Celebrator;7;92;6,7
698;Iron City;8;95;4,5
1176;Optimator;7;92;7,2
1005;Pilsner Urquell;7;77;4,4
1361;Widmer Hefeweizen;4;50;4,9
1361;Broken Halo IPA;3;31;6
1361;Drop Top Amber Ale;3;33;5
1361;Widmer W'08;11;116;4,9
83;Duveneck's Dortmunder;8;95;4,5
83;Cumberland Pale Ale;3;26;4,6
83;RedLegg Ale;3;33;4,9
473;Duvel;5;72;8,5
1204;Arrogant Bastard Ale;3;26;7,2
281;Maredsous 10 Tripple;5;72;10
1044;Firemans #4;3;37;5,1
1187;Smithwick's;2;22;4,5
49;Guinness Extra Stout;3;42;5
708;Leinenkugel's Sunset Wheat;5;67;4,9
708;Leinenkugel's Honey Weiss;8;95;4,9
708;Leinenkugel's Berry Weiss;11;121;4,7
708;Leinenkugel's Summer Shandy;11;116;4,2
399;Keystone Light;8;96;4,2
847;Eye of the Hawk;1;13;8
647;Heineken;8;95;5
1376;Duchy Originals Organic English Ale;1;5;5
588;Gordon Biersch Schwarzbier;7;86;4,3
588;Gordon Biersch Czech Lager;7;77;5,6
588;Gordon Biersch Hefeweizen;4;50;5,5
988;Skopsko;8;95;5
41;Barney Flats Oatmeal Stout;3;42;5,7
801;Long Trail Ale;4;57;4,6
801;Traditional IPA;3;31;5,9
801;Double Bag Ale;5;60;7,2
801;Long Trail Hefeweizen;4;50;5
801;Harvest;3;38;4,4
801;Hibernator;1;15;6
801;Blackbeary Wheat;11;116;4
1194;Steamwhistle Lager;8;95;5
801;Belgian White;5;67;4,7
1307;La Fin Du Monde;5;61;9
963;Lone Star Light;8;96;3,85
605;Commodore Perry IPA;3;31;7,5
605;Edmund Fitzgerald Porter;2;25;5,8
605;Eliot Ness Amber Lager;8;95;6,2
605;Burning River Pale Ale;3;26;6
605;Holy Moses;5;72;5,4
605;Ohio City Oatmeal Stout;3;42;4,8
618;Negra Modelo;8;95;6
127;Birra Moretti La Rossa;7;90;7,2
586;Stockyard Oatmeal Stout;1;21;6
963;Lone Star;8;95;4,65
1258;Thomas Hooker Irish Red Ale;2;22;5,3
44;Bud Dry;8;96;5
1337;Warsteiner Premium Verum;7;77;4,8
44;Bud Light Lime;8;96;4,2
366;Caguama;7;77;3,9
44;Bud Ice;8;95;5,5
44;Bud Ice Light;8;95;4,1
44;Michelob Amber Bock;8;95;5,2
144;Toasted Lager;8;95;5,3
586;Goose Island IPA;3;31;5,9
95;BeckÂ´s;7;77;4,5
480;Schlappeseppl Export;8;95;5,5
520;Rockslide IPA;3;31;6,7
1224;420 Extra Pale Ale;3;26;5,4
10;Abita Jockamo IPA;3;31;6,5
85;Bass Pale Ale;1;1;5
249;Three Philosophers;5;62;9,8
635;Harpoon IPA;3;31;5,9
634;Harpoon UFO Hefeweizen;4;50;4,8
634;Harpoon Ale;3;26;5
302;Hoegaarden;11;116;4,9
1204;Stone 11th Anniversery Ale;3;29;8,7
1260;Gumballhead;11;116;4,8
39;Anchor Summer Beer;11;116;4,6
1385;Double Chocolate Stout;1;20;5,2
813;Blue Bell Bitter;1;4;5,4
509;Staggering Elk;8;95;4,5
1195;Blitzen Christmas Ale;11;121;8,5
1211;Fat Dog Stout;1;21;9
1211;Stoudt's Double India Pale Ale;3;32;10
1307;Blanche de Chambly;5;67;5
1307;Ã‰phÃ©mÃ¨re Pomme;5;67;5,5
1307;Seigneuriale;3;33;7,5
1307;Chambly Noire;3;29;6,2
1391;Dos Perros;3;29;3,5
1391;Sly Rye Porter;2;25;5,7
1391;Pale Ale;3;26;5,8
1391;Onward Stout;3;42;3,8
1391;Hefeweizen;4;50;5
658;Gaelic Ale;3;33;5,8
658;Oatmeal Porter;2;25;5,8
658;St.Terese's Pale Ale;3;26;5,2
658;Kashmir IPA;3;31;5,6
658;Black Mocha Stout;3;42;5,3
972;Salvator;7;92;7,9
972;Paulaner Oktoberfest;7;84;6
972;Hefeweizen;4;50;5,5
765;Cappuccino Stout;3;42;8,3
49;Guinness Draught;3;42;4,3
47;Cocoa Loco;3;43;7
765;Lucky 13 Anniversary Release;2;22;8,3
530;Blackberry Ale;3;26;5,2
56;Hell;8;95;5
41;Boont Amber Ale;3;33;5,8
41;Hop Ottin IPA;3;31;7
611;Woodchuck Granny Smith Varietal Draft Cider;11;121;5
611;Woodchuck Amber Draft Cider;11;121;5
285;Delirium Tremens;5;65;8,5
285;Delirium Nocturnum;5;66;9
459;Palo Santo Marron;3;38;12
1179;Shiner Bock;8;95;4,4
470;Misfit Red;3;33;5,1
470;Hellrazer;3;31;6,2
470;Bad Moon Porter;2;25;5,1
470;Blackout;7;86;5
470;Venom;3;26;5,6
242;Ozzy;5;72;7,25
242;Resurrection;5;60;7
1086;Damnation;5;72;7
1086;Pliny the Elder;3;32;8
1086;Pliny the Younger;3;32;11
1086;Aud Blonde;3;37;4,5
1262;Thunderhead IPA;3;31;5,8
320;Strongbow Cider;11;121;5,3
41;Summer Solstice Cerveza Crema;11;113;5,6
520;Imperial Eclipse Stout;3;43;9,5
1224;Blue;11;121;4,9
1224;Georgia Brown;3;38;5,1
1224;Hummer;5;67;5,1
62;Maharaja, The;3;32;10,5
62;Reverend, The;5;62;10
1019;Erdinger Weizen;11;116;5,3
459;Raison D'Extra;3;29;20
955;Orlio Seasonal India Pale Ale;3;31;5,4
955;Orlio Seasonal Black Lager;7;86;4,5
611;Woodchuck Dark and Dry Draft Cider;11;121;5
426;Double Crooked Tree I.P.A.;3;32;13,6
47;Hopmouth Double IPA;3;32;8
863;Red Dog;8;96;5
863;Mickey's Ice;8;96;5,8
37;Amstel Light;8;96;3,5
1247;Abijah Rowe IPA;3;31;6,8
1247;Alt;4;57;5,7
1247;Old Mill Pond ESB;1;5;6,5
1247;Three Steve Stout;3;42;5,3
35;North Pleasant Pale Ale;3;26;5,25
35;Massatucky Brown;3;38;5,25
35;Two Sisters Imperial Stout;3;43;6,7
35;Heather Ale;11;126;5,4
35;Lewmeister Oktoberfest;7;84;5,4
35;Raspberry Brown Ale;3;38;4,9
35;Workingman's Wheat;4;50;4,9
35;Righteous Red;3;33;4,6
35;Graduation Ale;3;26;5,5
35;Patriots Pilsner;7;77;4,8
35;Amherst ESB;1;5;5,35
35;Honey Pilsner;7;77;5,2
35;Puffers Smoked Porter;2;25;4,6
35;Boltwood Bock;7;90;5,7
35;Bankers Gold;3;37;4,6
35;Half in the Bagpipe;1;15;7,2
35;Cascade IPA;3;31;5,3
35;Olde #8 Anniversary Ale;4;57;6,85
131;Premium Beer;7;77;4,8
113;Hell's Belle;5;72;7
546;Foster's Special Bitter;1;3;5,5
399;Honey Moon Summer Ale;11;116;5,6
998;Staropramen;7;77;5
113;Bad Penny;3;38;5,5
76;Antler Brown Ale;3;38;4,8
76;Cliffhanger Light Ale;8;96;3,22
76;Old '99 Barley Wine;3;35;11
209;Maisel's Weisse Kristall;5;67;5,1
1023;Schneider Weisse;11;116;5,4
512;Saranac Adirondack Lager;8;95;5,5
1099;Organic Ale;3;37;5
549;Founders Imperial Stout;3;43;10
549;Founders Pale Ale;3;26;5,2
549;Founders Black Rye;11;119;6,4
549;Founders Breakfast Stout;3;43;8,3
549;Rubaeus;11;121;7
549;Curmudgeon;1;13;9,3
549;Founders Kentucky Breakfast;3;43;10
549;Founders Devil Dancer;3;32;13
549;Founders Red's Rye;11;119;6,4
512;Saranac Pale Ale;3;26;5,5
512;Saranac Brown Ale;3;38;6
512;Saranac India Pale Ale;3;31;5,8
512;Saranac Black Forest;7;86;5,3
512;Saranac Lager;8;95;4,8
512;Pomegranate Wheat;11;121;4,7
512;Saranac Belgian White;5;67;5,3
512;Saranac Summer Ale;11;116;4,7
512;Saranac Golden Pilsner;7;77;5,1
512;Saranac Octoberfest;7;84;5,4
512;Saranac Pumpkin Ale;11;123;5,4
512;Saranac Season's Best;8;95;5,3
512;Saranac Caramel Porter;2;25;5,4
512;Saranac Black Diamond Bock;7;90;6
512;Saranac Oatmeal Stout;1;21;4,3
512;Roggen Bock;7;90;5,5
512;Saranac Nut Brown Ale;3;38;5,4
512;Saranac Mocha Stout;3;42;5
