brewery_id;name;cat_id;style_id;abv
344;Elephant;7;90;7,2
708;Big Butt Doppelbock;7;90;5,8
441;Black Butte Porter;2;25;5,2
857;Dragonslayer;3;43;9,5
94;Racer X;3;32;7,8
536;Kilt Kicker Wee Heavy;1;15;7
344;47 Bryg;7;90;7
930;Razz-Wheat;11;116;5
930;Snake Pit Porter;2;25;5,6
930;Indiana Amber;3;33;5,5
77;Whose Ear? Red Ale;3;33;4
77;Rust Belt Porter;2;25;4,1
77;Blind Tiger Pale Ale;3;26;4,8
77;Flat Belly American Wheat;8;95;3,6
708;Red Lager;8;95;4,9
1307;Raftman;3;33;5,5
652;Hefeweizen;8;95;5
193;Belzebuth;3;37;13
483;Cow Palace Scotch Ale 2001;1;15;11,1
62;Hog Heaven Barleywine;3;35;9,2
1094;Porter;3;42;7,8
39;Porter;2;25;5,6
1099;Taddy Porter;2;25;5
1356;Mackeson XXX Stout;1;20;4,9
919;Old No.38 Stout;3;42;5,5
1281;House Ale;1;15;7,2
98;Scottish Ale;1;7;3,9
585;Maduro;3;38;6,4
727;Harvest Ale 1998;1;13;11,5
727;Harvest Ale 1999;1;13;11,5
727;Harvest Ale 1997;1;13;11,5
1204;Imperial Stout 2001;3;42;9,47
1301;Bitter Woman IPA;3;31;5,75
857;Im Paled Ale;3;31;6,5
857;Grail Ale;3;33;5,5
857;Beast Bitter;1;5;5,3
1206;Artist Colony Ale;3;33;5,5
868;Berghoff Oktoberfest Beer;7;84;5,2
1220;India Pale Ale;3;31;6,3
1301;Shantytown Doppelbock;7;92;6,5
572;Conquest Ale;1;13;9
526;Detonator Doppelbock;7;90;8
1017;Schwarz Bier;7;86;4,8
191;Hercule Stout;3;42;9
269;Triple Karmeliet;5;61;8
1016;D. Carnegie and Company Porter;3;42;5,5
1013;Bottle Rocket IPA;3;31;6,5
627;Pride of Romsey IPA;3;31;5
953;Red MacGregor;1;15;5
1286;Rugged Trail Ale;3;38;4,4
637;A. LeCoq Imperial Extra Double Stout 1999;3;42;9
249;Rare Vos;5;72;6,5
853;High Seas IPA;3;31;7
633;Point Defiance IPA;3;31;5,6
1254;Old Redwood Porter;2;25;5,5
68;Big Eye IPA;3;31;6
1165;Pick Axe IPA;3;31;6,5
909;Pale Ale;3;26;5,52
956;Gubna Imperial IPA;3;32;10
1070;Hopyard IPA;3;31;5,3
563;London Porter;2;25;5,4
953;Dark Island;1;7;4,6
39;Small Beer;1;10;3,3
884;Black Cat;1;10;3,4
827;Albion Amber Ale;3;38;4,9
827;Mt.Tam Pale Ale;3;26;5,8
827;Hefe Weiss;8;95;5,1
13;Catfish Cream Ale;8;95;5
1301;Stone Teepee Pale Ale;3;26;5,75
381;Lager Beer;8;95;4,8
563;India Pale Ale;3;26;4,8
1380;Imperial Stout;3;42;6
907;Hop Hearty IPA;3;31;6,2
385;Gold Ale;3;26;4,9
88;Korbinian;7;90;7,4
1319;Porter;2;25;6,8
562;Very Special Pale Golden Ale;3;26;5,9
1260;Alpha King Pale Ale;3;26;6,6
1197;High Gravity Lager;8;95;8,1
304;Bornem Triple;5;72;9
304;Bornem Double;5;72;8
304;Bruegel Amber Ale;3;33;5,2
708;1888 Bock;7;90;5,2
656;Genesee Cream Ale;8;95;5,2
897;Lager Beer;8;95;5
1103;Oderbolz Bock;7;90;6,5
867;Duggie Meyer Wee Heavy;1;15;7
1052;Nocturn;1;13;9
157;Samuel Adams Coastal Wheat;4;50;5,3
160;Singletrack Copper Ale;3;26;4,97
111;Robertus;8;95;6
1202;Columbus Pils;7;77;4,9
1206;Iowa Pale Ale;3;26;5
585;Bourbon County Stout;3;43;13
56;Dunkel;8;95;5,2
907;Uff-Da Bock;7;90;6,75
540;Woody Creek White;5;67;4,8
858;Obliteration VI;3;32;8,5
442;Dragon Stout;3;42;7,5
739;Doppelbock;7;90;6,8
1018;Alt;3;38;4,9
1211;Honey Double Maibock;7;91;7
708;Original;8;95;4,6
902;Paddywhack IPA;3;31;6,5
868;Berghoff Original Lager Beer;8;95;5,6
1091;Saint Arnold Brown Ale;3;38;5,3
953;Skullsplitter Ale;1;15;8,5
364;Atlas Lager;8;95;3,75
88;Hefe Weissbier;4;50;5,4
